"record_type","platform","locale","product_id","product_type","reference_name","display_name","short_description","subtitle","promotional_text","keywords","description","review_notes"
"iap","apple","ja","com.crossplatformkorea.moonlitbeacon.hero_keeper","non_consumable","Beacon Keeper","烽火の守り人","","","","","翡翠の灯火波紋を描く、性能均衡型の英雄です。","アプリでストアを開き、烽火の守り人までスワイプして肖像をタップするとプレビューできます。買い切りの非消耗型商品で、月光の祭壇にこの英雄を永久解放します。英雄は性能均衡型の別スタイルで、価格差はキャラクターアートと翡翠の灯火波紋演出によるもので、強さの段階ではありません。無料の月光の番人だけで全内容を遊べます。再インストール後は「購入を復元」で復元できます。"
"iap","apple","ja","com.crossplatformkorea.moonlitbeacon.hero_knight","non_consumable","Silver Moon Knight","白月の騎士","","","","","銀の三日月扇を描く、性能均衡型の英雄です。","アプリでストアを開き、白月の騎士までスワイプして肖像をタップするとプレビューできます。買い切りの非消耗型商品で、月光の祭壇にこの英雄を永久解放します。英雄は性能均衡型の別スタイルで、価格差はキャラクターアートと銀の三日月扇演出によるもので、強さの段階ではありません。無料の月光の番人だけで全内容を遊べます。再インストール後は「購入を復元」で復元できます。"
"iap","apple","ja","com.crossplatformkorea.moonlitbeacon.hero_eclipse","non_consumable","Eclipse Mage","月蝕の魔導士","","","","","深紅の月蝕輪を描く、性能均衡型の英雄です。","アプリでストアを開き、月蝕の魔導士までスワイプして肖像をタップするとプレビューできます。買い切りの非消耗型商品で、月光の祭壇にこの英雄を永久解放します。英雄は性能均衡型の別スタイルで、価格差はキャラクターアートと深紅の月蝕輪演出によるもので、強さの段階ではありません。無料の月光の番人だけで全内容を遊べます。再インストール後は「購入を復元」で復元できます。"
"iap","apple","ja","com.crossplatformkorea.moonlitbeacon.hero_sage","non_consumable","Constellation Sage","星座の賢者","","","","","青緑の星座連鎖を描く、性能均衡型の英雄です。","アプリでストアを開き、星座の賢者までスワイプして肖像をタップするとプレビューできます。買い切りの非消耗型商品で、月光の祭壇にこの英雄を永久解放します。英雄は性能均衡型の別スタイルで、価格差はキャラクターアートと青緑の星座連鎖演出によるもので、強さの段階ではありません。無料の月光の番人だけで全内容を遊べます。再インストール後は「購入を復元」で復元できます。"
"iap","apple","ja","com.crossplatformkorea.moonlitbeacon.lantern_colors","non_consumable","Lantern Colors","烽火カラーパック","","","","","烽火の炎を4色から選択。戦闘性能は変わりません。","アプリを起動し、タイトル画面で「ストア」>「烽火カラーパック」を開きます。買い切りの非消耗型商品で、基本の残り火に月光・紫・翡翠の3色を追加します。同じストア画面で色を選べます。見た目だけの変更で、ダメージ・範囲・索敵・体力は変わりません。ストア下部の「購入を復元」から復元できます。"
"iap","apple","zh-Hans","com.crossplatformkorea.moonlitbeacon.supporter","non_consumable","Moonlit Supporter","月光支持者","","","","","在制作名单的名字旁永久显示支持者标记。","启动应用，在标题画面打开“商店”>“月光支持者”。这是一次买断的非消耗型商品，会在“设置”>“制作名单”中永久显示当前本地排行榜名称与支持者标记。没有名称时显示“无名”。不会改变战斗能力。可使用商店底部的“恢复购买”进行恢复。"
"iap","apple","zh-Hans","com.crossplatformkorea.moonlitbeacon.hero_dancer","non_consumable","Shadow Dancer","暗影舞者","","","","","平衡型英雄，释放紫色双月弧与螺旋月光。","启动应用并打开商店，滑动至暗影舞者，点击头像即可预览。这是一次买断的非消耗型商品，会在月光祭坛中永久解锁该英雄。英雄是平衡型替代玩法；价格差异对应角色美术与紫色双月弧特效，不代表更高战斗等级。免费的月光守望者可完成全部游戏内容。重装后可用“恢复购买”找回。"
"iap","apple","zh-Hans","com.crossplatformkorea.moonlitbeacon.hero_keeper","non_consumable","Beacon Keeper","烽火守护者","","","","","平衡型英雄，释放翡翠灯火波纹与金色冲击。","启动应用并打开商店，滑动至烽火守护者，点击头像即可预览。这是一次买断的非消耗型商品，会在月光祭坛中永久解锁该英雄。英雄是平衡型替代玩法；价格差异对应角色美术与翡翠灯火波纹特效，不代表更高战斗等级。免费的月光守望者可完成全部游戏内容。重装后可用“恢复购买”找回。"
"iap","apple","zh-Hans","com.crossplatformkorea.moonlitbeacon.hero_knight","non_consumable","Silver Moon Knight","白月骑士","","","","","平衡型英雄，释放银色新月扇与白色星屑。","启动应用并打开商店，滑动至白月骑士，点击头像即可预览。这是一次买断的非消耗型商品，会在月光祭坛中永久解锁该英雄。英雄是平衡型替代玩法；价格差异对应角色美术与银色新月扇特效，不代表更高战斗等级。免费的月光守望者可完成全部游戏内容。重装后可用“恢复购买”找回。"
"iap","apple","zh-Hans","com.crossplatformkorea.moonlitbeacon.hero_eclipse","non_consumable","Eclipse Mage","月蚀法师","","","","","平衡型英雄，释放深红月蚀环与黑红余烬。","启动应用并打开商店，滑动至月蚀法师，点击头像即可预览。这是一次买断的非消耗型商品，会在月光祭坛中永久解锁该英雄。英雄是平衡型替代玩法；价格差异对应角色美术与深红月蚀环特效，不代表更高战斗等级。免费的月光守望者可完成全部游戏内容。重装后可用“恢复购买”找回。"
"iap","apple","zh-Hans","com.crossplatformkorea.moonlitbeacon.hero_sage","non_consumable","Constellation Sage","星座贤者","","","","","平衡型英雄，释放青绿星链与金色星座。","启动应用并打开商店，滑动至星座贤者，点击头像即可预览。这是一次买断的非消耗型商品，会在月光祭坛中永久解锁该英雄。英雄是平衡型替代玩法；价格差异对应角色美术与青绿星座链特效，不代表更高战斗等级。免费的月光守望者可完成全部游戏内容。重装后可用“恢复购买”找回。"
"iap","apple","zh-Hans","com.crossplatformkorea.moonlitbeacon.lantern_colors","non_consumable","Lantern Colors","烽火颜色包","","","","","从4种烽火颜色中选择，不提升战斗能力。","启动应用，在标题画面打开“商店”>“烽火颜色包”。这是一次买断的非消耗型商品，会在默认余烬色之外解锁月光、紫罗兰与翡翠三种颜色，可在同一商店画面中选择。仅改变外观，不影响伤害、范围、侦测或生命。可使用商店底部的“恢复购买”进行恢复。"
"iap","apple","zh-Hant","com.crossplatformkorea.moonlitbeacon.supporter","non_consumable","Moonlit Supporter","月光贊助者","","","","","在製作名單的名字旁永久顯示贊助者標記。","啟動應用程式，在標題畫面開啟「商店」>「月光贊助者」。這是一次買斷的非消耗型商品，會在「設定」>「製作名單」中永久顯示目前本機排行榜名稱與贊助者標記。沒有名稱時顯示「無名」。不會改變戰鬥能力。可使用商店底部的「恢復購買」進行恢復。"
"iap","apple","zh-Hant","com.crossplatformkorea.moonlitbeacon.hero_dancer","non_consumable","Shadow Dancer","暗影舞者","","","","","平衡型英雄，釋放紫色雙月弧與螺旋月光。","啟動應用程式並開啟商店，滑動至暗影舞者，點擊頭像即可預覽。這是一次買斷的非消耗型商品，會在月光祭壇中永久解鎖該英雄。英雄是平衡型替代玩法；價格差異對應角色美術與紫色雙月弧特效，不代表更高戰鬥等級。免費的月光守望者可完成全部遊戲內容。重新安裝後可用「恢復購買」找回。"
"iap","apple","zh-Hant","com.crossplatformkorea.moonlitbeacon.hero_keeper","non_consumable","Beacon Keeper","烽火守護者","","","","","平衡型英雄，釋放翡翠燈火波紋與金色衝擊。","啟動應用程式並開啟商店，滑動至烽火守護者，點擊頭像即可預覽。這是一次買斷的非消耗型商品，會在月光祭壇中永久解鎖該英雄。英雄是平衡型替代玩法；價格差異對應角色美術與翡翠燈火波紋特效，不代表更高戰鬥等級。免費的月光守望者可完成全部遊戲內容。重新安裝後可用「恢復購買」找回。"
"iap","apple","zh-Hant","com.crossplatformkorea.moonlitbeacon.hero_knight","non_consumable","Silver Moon Knight","白月騎士","","","","","平衡型英雄，釋放銀色新月扇與白色星屑。","啟動應用程式並開啟商店，滑動至白月騎士，點擊頭像即可預覽。這是一次買斷的非消耗型商品，會在月光祭壇中永久解鎖該英雄。英雄是平衡型替代玩法；價格差異對應角色美術與銀色新月扇特效，不代表更高戰鬥等級。免費的月光守望者可完成全部遊戲內容。重新安裝後可用「恢復購買」找回。"
"iap","apple","zh-Hant","com.crossplatformkorea.moonlitbeacon.hero_eclipse","non_consumable","Eclipse Mage","月蝕法師","","","","","平衡型英雄，釋放深紅月蝕環與黑紅餘燼。","啟動應用程式並開啟商店，滑動至月蝕法師，點擊頭像即可預覽。這是一次買斷的非消耗型商品，會在月光祭壇中永久解鎖該英雄。英雄是平衡型替代玩法；價格差異對應角色美術與深紅月蝕環特效，不代表更高戰鬥等級。免費的月光守望者可完成全部遊戲內容。重新安裝後可用「恢復購買」找回。"
"iap","apple","zh-Hant","com.crossplatformkorea.moonlitbeacon.hero_sage","non_consumable","Constellation Sage","星座賢者","","","","","平衡型英雄，釋放青綠星鏈與金色星座。","啟動應用程式並開啟商店，滑動至星座賢者，點擊頭像即可預覽。這是一次買斷的非消耗型商品，會在月光祭壇中永久解鎖該英雄。英雄是平衡型替代玩法；價格差異對應角色美術與青綠星座鏈特效，不代表更高戰鬥等級。免費的月光守望者可完成全部遊戲內容。重新安裝後可用「恢復購買」找回。"
"iap","apple","zh-Hant","com.crossplatformkorea.moonlitbeacon.lantern_colors","non_consumable","Lantern Colors","烽火顏色包","","","","","從4種烽火顏色中選擇，不提升戰鬥能力。","啟動應用程式，在標題畫面開啟「商店」>「烽火顏色包」。這是一次買斷的非消耗型商品，會在預設餘燼色之外解鎖月光、紫羅蘭與翡翠三種顏色，可在同一商店畫面中選擇。僅改變外觀，不影響傷害、範圍、偵測或生命。可使用商店底部的「恢復購買」進行恢復。"
"iap","google","en-US","com.crossplatformkorea.moonlitbeacon.continue_coin","consumable","Continue Coin","Continue Coin","","","","","Resume where you fell. Score and relics stay.",""
"iap","google","ko-KR","com.crossplatformkorea.moonlitbeacon.continue_coin","consumable","Continue Coin","이어하기 코인","","","","","쓰러진 자리에서 이어갑니다. 점수·유물 유지.",""
"iap","google","ja-JP","com.crossplatformkorea.moonlitbeacon.continue_coin","consumable","Continue Coin","コンティニューコイン","","","","","倒れた場所から再開。スコアと遺物は維持。",""
"iap","google","zh-CN","com.crossplatformkorea.moonlitbeacon.continue_coin","consumable","Continue Coin","继续游戏金币","","","","","从倒下之处继续。分数与遗物保留。",""
"iap","google","zh-TW","com.crossplatformkorea.moonlitbeacon.continue_coin","consumable","Continue Coin","繼續遊戲金幣","","","","","從倒下之處繼續。分數與遺物保留。",""
"iap","apple","en-US","com.crossplatformkorea.moonlitbeacon.continue_coin","consumable","Continue Coin","Continue Coin","","","","","Resume where you fell. Score and relics stay.","Consumable. Buy this coin in advance from Store on the title screen. After defeat, if a coin is held, tap Continue to spend exactly one coin and resume that run where you fell with score, level, and relics preserved. With zero coins, Continue ends the current run and moves to the title-screen Store; no purchase occurs on the result screen. Grants exactly one coin per purchase; coins stack and it can be bought again."
"iap","apple","ko","com.crossplatformkorea.moonlitbeacon.continue_coin","consumable","Continue Coin","이어하기 코인","","","","","쓰러진 자리에서 이어갑니다. 점수·유물 유지.","소모성 상품입니다. 타이틀 화면의 상점에서 코인을 미리 구매합니다. 패배했을 때 코인을 보유했다면 이어하기를 눌러 정확히 1개를 사용하고, 쓰러진 자리에서 점수·레벨·유물을 유지한 채 그 판을 이어갑니다. 코인이 0개라면 이어하기는 현재 판을 끝내고 타이틀 상점으로 이동하며 결과 화면에서는 구매가 일어나지 않습니다. 구매 한 번에 정확히 1개를 지급하며 코인은 누적되고 다시 구매할 수 있습니다."
